person_id,age,gender,race,zip_code,income,credit_score,years_employed,education,loan_amount_requested,loan_approved,model_probability,model_prediction
652,70,Male,Hispanic,10004,28244.33,394.8,19.6,Bachelors,42544,0,0.3219,0
653,35,Male,Black,10002,96317.91,653.1,3.3,Masters,35923,1,0.2571,0
654,29,Male,White,10001,84191.7,570.9,2.9,Bachelors,46959,1,0.5542,1
655,24,Female,Hispanic,10003,19615.6,347.1,3.6,Masters,48943,0,0.0393,0
656,28,Male,White,10001,57466.28,481.6,16.0,Bachelors,42139,1,0.6611,1
657,25,Male,Hispanic,10003,62748.35,455.6,13.2,High School,18406,0,0.1197,0
658,48,Female,White,10001,95263.47,719.5,7.3,High School,13503,1,0.5027,1
659,40,Male,Black,10002,46302.83,409.9,8.2,Bachelors,18469,0,0.1279,0
660,44,Male,White,10001,71071.8,567.2,3.9,Masters,37066,1,0.5952,1
661,62,Male,White,10001,88200.47,477.3,12.5,Masters,43894,0,0.6851,1
662,48,Female,Hispanic,10003,47163.16,494.9,6.1,Bachelors,44607,0,0.0825,0
663,26,Female,White,10001,38955.88,471.0,6.7,Bachelors,35779,0,0.3205,0
664,37,Male,White,10001,50488.62,446.1,11.0,High School,35646,0,0.4816,0
665,34,Female,White,10001,75642.88,575.0,7.1,High School,47838,1,0.393,0
666,61,Female,Hispanic,10003,73171.58,564.9,6.8,Masters,35859,0,0.1252,0
667,34,Female,Hispanic,10003,82783.58,544.0,8.1,High School,11343,0,0.0657,0
668,25,Male,Asian,10001,85708.71,615.4,12.0,High School,27507,0,0.2955,0
669,57,Male,White,10001,76894.98,511.7,16.2,PhD,21140,1,0.7805,1
670,40,Female,White,10001,87971.53,566.9,10.9,PhD,33664,1,0.6056,1
671,23,Male,White,10001,53997.98,515.2,12.0,Bachelors,33613,0,0.6089,1
672,54,Female,Black,10002,44322.46,468.2,7.0,Bachelors,18247,0,0.0847,0
673,29,Female,Asian,10004,47220.86,396.0,4.5,Masters,18486,0,0.1148,0
674,64,Male,Hispanic,10003,15000.0,300.0,11.3,High School,8996,0,0.0701,0
675,62,Female,Black,10002,56005.18,434.8,8.9,Bachelors,18196,0,0.0891,0
676,37,Female,White,10001,74452.32,578.8,0.9,Bachelors,42247,1,0.3619,0
677,47,Female,Asian,10004,83503.66,529.1,6.4,PhD,34481,0,0.3036,0
678,48,Male,Black,10002,61106.68,505.7,7.6,Masters,47442,0,0.2277,0
679,52,Female,White,10001,75823.46,585.1,5.4,Masters,46685,1,0.4954,0
680,21,Male,White,10001,83358.8,574.1,15.4,High School,43557,0,0.6674,1
681,35,Female,White,10001,68975.61,570.4,10.4,Bachelors,13086,1,0.4517,0
682,27,Female,White,10001,79909.39,549.2,14.9,Bachelors,20026,0,0.5065,1
683,54,Female,White,10001,52572.53,442.4,9.3,Masters,7586,0,0.3553,0
684,21,Male,Black,10002,56872.94,421.7,8.4,High School,9208,0,0.0897,0
685,45,Male,Black,10002,64042.02,550.7,3.3,High School,15398,0,0.1247,0
686,56,Male,White,10001,53927.65,420.3,8.1,Masters,17606,1,0.504,1
687,68,Male,White,10001,71243.97,546.6,8.1,Bachelors,5692,1,0.6028,1
688,33,Male,Asian,10004,52033.54,447.3,1.2,Masters,42928,0,0.2373,0
689,18,Female,Hispanic,10003,31363.84,314.0,5.3,High School,28715,0,0.0227,0
690,56,Male,Black,10002,21001.7,300.0,6.4,Masters,34512,1,0.102,0
691,18,Female,White,10005,100378.6,717.0,10.1,High School,34410,0,0.4871,0
692,21,Female,Hispanic,10003,69576.44,532.4,10.3,High School,48502,0,0.0837,0
693,70,Male,White,10001,82898.41,526.2,5.1,Bachelors,11630,0,0.5508,1
694,63,Female,White,10005,117332.7,732.2,10.3,Bachelors,20420,1,0.6239,1
695,55,Female,Asian,10004,62458.1,486.0,7.1,Masters,18877,0,0.2076,0
696,62,Male,Black,10002,120762.3,850.0,0.0,High School,29816,1,0.3228,0
697,21,Male,Hispanic,10003,38539.29,410.2,5.6,High School,28679,0,0.0661,0
698,22,Female,Black,10002,54124.64,440.4,13.4,Bachelors,40552,0,0.1083,0
699,33,Female,Black,10002,38453.33,466.6,0.0,High School,30229,0,0.0398,0
700,19,Female,White,10001,78935.81,468.4,8.6,Masters,15529,0,0.335,0
701,65,Female,White,10001,90054.76,610.5,15.9,Masters,30413,1,0.68,1
702,20,Female,White,10001,67266.01,612.7,4.2,High School,48385,0,0.361,0
703,46,Male,White,10001,112641.28,692.0,8.0,Masters,31049,1,0.7594,1
704,63,Female,Hispanic,10003,49739.58,354.9,1.5,High School,31658,0,0.0285,0
705,56,Male,White,10001,76491.65,530.7,16.1,Bachelors,12920,1,0.7025,1
706,30,Female,Black,10002,26184.06,418.3,7.6,High School,5355,0,0.0442,0
707,42,Male,Hispanic,10001,54043.98,477.9,8.2,Masters,14431,0,0.1216,0
708,47,Male,Hispanic,10003,40783.35,363.1,14.8,Bachelors,6131,0,0.1263,0
709,58,Female,White,10001,55402.25,430.3,11.3,Bachelors,25351,0,0.3866,0
710,40,Male,Black,10002,29364.61,330.5,3.6,PhD,44700,0,0.1243,0
711,33,Female,Asian,10004,131122.32,791.2,4.8,Bachelors,25103,0,0.392,0
712,60,Male,Black,10002,41676.55,475.6,10.5,Masters,34038,0,0.2349,0
713,64,Female,Hispanic,10003,15000.0,352.6,4.9,Bachelors,43503,0,0.0485,0
714,43,Female,Asian,10004,50242.68,466.4,0.0,PhD,39339,0,0.18,0
715,19,Male,Hispanic,10003,42762.37,346.5,7.7,Masters,34278,0,0.0873,0
716,44,Female,White,10001,83120.01,511.1,0.6,PhD,40281,0,0.4015,0
717,65,Male,Black,10002,61315.12,515.4,16.1,High School,17625,0,0.2491,0
718,70,Female,White,10002,86238.75,523.0,8.9,Masters,23921,0,0.4804,0
719,39,Female,Black,10002,32523.35,360.1,3.5,Masters,22955,0,0.0472,0
720,25,Female,Asian,10004,75170.57,560.3,4.5,Masters,40938,0,0.223,0
721,48,Male,Black,10001,26974.57,300.0,0.0,High School,23395,0,0.0437,0
722,62,Male,White,10001,55128.57,412.3,2.5,PhD,47189,1,0.543,1
723,68,Female,White,10001,47974.98,429.6,13.1,Bachelors,13397,0,0.4082,0
724,20,Female,Asian,10004,38478.67,420.8,19.2,Bachelors,12747,0,0.2342,0
725,33,Male,White,10001,95541.03,681.2,11.6,Bachelors,37228,0,0.7664,1
726,43,Male,White,10001,86526.68,621.8,7.5,High School,39386,0,0.6169,1
727,23,Male,White,10001,93439.97,623.3,5.8,Masters,35557,0,0.6467,1
728,64,Female,White,10001,70943.51,490.6,3.2,High School,18850,1,0.2624,0
729,23,Male,Black,10002,66643.38,456.9,18.3,Bachelors,5410,0,0.2222,0
730,53,Male,Black,10002,15000.0,300.0,7.1,Masters,19467,0,0.0947,0
731,66,Female,White,10001,90714.1,629.0,18.6,Bachelors,25998,1,0.7067,1
732,54,Male,White,10001,74250.88,558.2,15.0,Masters,23574,0,0.7415,1
733,58,Female,White,10001,85050.63,480.4,0.0,High School,46493,0,0.2462,0
734,31,Male,White,10001,79120.56,521.9,4.7,Masters,43868,1,0.5579,1
735,61,Female,White,10001,46310.68,487.8,4.7,PhD,39877,0,0.4633,0
736,40,Female,Black,10002,15000.0,304.0,7.6,High School,5992,0,0.0304,0
737,21,Female,White,10001,52910.7,383.6,7.7,Masters,10733,1,0.2463,0
738,37,Male,White,10001,83558.01,697.1,23.0,Bachelors,24527,1,0.873,1
739,36,Male,White,10001,86562.19,590.1,2.6,Bachelors,32976,1,0.5555,1
740,45,Female,White,10003,37169.39,409.5,9.1,Masters,35602,1,0.3965,0
741,32,Male,White,10001,46453.62,448.1,11.1,Bachelors,18333,0,0.5167,1
742,42,Male,White,10001,52642.34,435.0,8.0,Bachelors,9968,1,0.4559,0
743,40,Male,Hispanic,10003,35424.68,346.8,8.6,High School,19767,0,0.0665,0
744,35,Female,White,10001,37310.78,497.0,2.8,Bachelors,40652,0,0.3064,0
745,54,Female,Black,10002,15000.0,350.2,8.5,Masters,49396,1,0.0794,0
746,34,Female,Black,10004,28275.95,395.2,10.6,High School,47386,0,0.1114,0
747,58,Female,White,10001,72070.09,561.3,9.6,Bachelors,31696,0,0.4989,0
748,31,Male,White,10001,41665.74,358.5,10.9,High School,9092,0,0.3427,0
749,63,Male,Hispanic,10002,41220.72,470.7,15.1,Masters,48548,0,0.2301,0
750,37,Male,Hispanic,10003,69405.27,479.5,12.7,Bachelors,11882,0,0.1656,0
751,20,Female,White,10001,38757.29,411.0,8.4,Bachelors,17073,0,0.2609,0
752,25,Male,White,10001,65045.3,421.9,2.1,Bachelors,48835,0,0.3906,0
753,60,Female,White,10001,94594.16,522.2,5.0,Bachelors,27675,0,0.3882,0
754,64,Female,Black,10002,37961.56,409.5,6.9,PhD,13903,1,0.1021,0
755,29,Male,Black,10002,34231.93,337.9,9.3,Bachelors,27595,0,0.1047,0
756,49,Female,White,10001,97923.9,538.4,5.6,Bachelors,8552,1,0.3655,0
757,48,Male,White,10001,62651.15,521.2,3.3,Masters,19205,0,0.5154,1
758,25,Female,Asian,10002,93507.88,725.9,2.1,Bachelors,47849,0,0.2027,0
759,41,Female,White,10001,80295.17,635.5,0.0,Bachelors,18435,0,0.3684,0
760,54,Female,Black,10002,39771.73,388.1,6.8,High School,45168,0,0.0571,0
761,69,Male,Hispanic,10003,55512.57,465.5,0.7,High School,29432,0,0.081,0
762,62,Male,White,10001,77690.79,599.8,3.0,Masters,34508,1,0.6356,1
763,23,Male,White,10001,94501.19,680.0,6.0,Masters,36635,1,0.7,1
764,30,Male,White,10001,56839.71,453.3,1.3,PhD,29814,0,0.4828,0
765,41,Male,Asian,10004,67988.95,517.6,9.9,PhD,6543,0,0.4513,0
766,25,Male,White,10001,68523.62,533.1,11.7,Bachelors,46366,1,0.647,1
767,48,Female,White,10001,86899.56,620.6,5.3,Bachelors,26376,0,0.4642,0
768,18,Male,White,10001,45395.7,417.2,5.8,Bachelors,34499,0,0.406,0
769,24,Male,White,10001,94407.45,617.5,10.7,PhD,29925,1,0.7659,1
770,20,Female,Black,10002,59191.89,549.0,4.4,Bachelors,34628,0,0.089,0
771,33,Female,White,10001,38393.8,455.8,4.1,Bachelors,20961,0,0.2611,0
772,58,Female,Black,10002,76998.31,576.5,14.0,Bachelors,42966,0,0.2189,0
773,27,Female,Black,10002,101618.23,738.8,12.4,Masters,15094,0,0.2665,0
774,70,Female,Hispanic,10003,68044.02,496.8,11.0,Masters,34396,0,0.1312,0
775,32,Female,White,10001,104247.63,744.8,12.6,Masters,31006,1,0.7041,1
776,20,Male,Hispanic,10003,46048.91,453.6,0.0,Bachelors,27665,0,0.0709,0
777,35,Female,Black,10002,15000.0,463.6,14.8,High School,5988,0,0.0834,0
778,57,Male,White,10001,25741.11,300.0,10.0,Bachelors,22537,0,0.3982,0
779,23,Male,Hispanic,10003,50121.97,408.6,13.1,High School,7139,0,0.0922,0
780,21,Male,Hispanic,10003,29792.51,381.2,9.9,Masters,27641,0,0.108,0
781,63,Male,White,10001,48050.17,454.5,8.2,Bachelors,35949,0,0.5551,1
782,49,Female,Asian,10004,65494.08,603.2,6.6,Bachelors,28512,1,0.2719,0
783,36,Male,Black,10002,62774.05,461.2,9.8,High School,39068,1,0.1462,0
784,58,Male,Black,10002,15000.0,345.2,6.4,Bachelors,21237,0,0.1012,0
785,62,Male,Asian,10004,56226.94,526.1,12.3,Masters,18776,1,0.4728,0
786,37,Female,White,10001,106236.9,706.9,0.1,High School,25165,0,0.3795,0
787,47,Male,Hispanic,10003,18193.08,300.0,5.3,Masters,15311,0,0.0653,0
788,18,Female,White,10001,90874.27,679.5,18.2,Bachelors,41085,0,0.7003,1
789,34,Female,Hispanic,10003,32366.46,432.2,4.9,Bachelors,41438,0,0.0544,0
790,49,Male,Black,10002,61099.05,517.8,6.8,High School,23743,0,0.1461,0
791,28,Female,White,10004,96335.86,641.6,3.6,Bachelors,40666,1,0.5899,1
792,70,Male,White,10001,87790.76,607.9,9.7,Masters,6150,0,0.7094,1
793,69,Male,White,10001,91819.83,609.0,4.3,Masters,11965,0,0.6408,1
794,31,Female,White,10001,42361.76,443.5,7.1,High School,17736,1,0.2309,0
795,39,Female,White,10001,96727.83,634.5,12.2,PhD,22456,0,0.6686,1
796,28,Male,White,10001,49535.37,398.3,4.5,Masters,15428,0,0.3767,0
797,44,Female,White,10001,76229.0,497.0,11.9,Bachelors,28049,1,0.4466,0
798,24,Male,White,10001,76197.91,511.7,12.1,Bachelors,40711,0,0.6249,1
799,38,Female,Hispanic,10003,55642.94,476.7,13.3,High School,25531,0,0.0776,0
800,47,Female,Hispanic,10005,52086.96,449.7,8.7,Masters,25218,1,0.0553,0
801,50,Female,Hispanic,10003,23748.56,346.4,24.2,High School,7695,0,0.0878,0
802,49,Female,White,10001,37603.18,417.1,13.3,Bachelors,17614,0,0.3757,0
803,29,Male,Hispanic,10003,64936.37,472.1,9.6,Bachelors,41327,0,0.1543,0
804,59,Female,Black,10002,52460.03,525.9,3.6,Masters,41482,0,0.1112,0
805,54,Female,White,10004,97585.04,623.1,7.5,Masters,9692,1,0.6459,1
806,57,Female,White,10001,68926.41,498.0,15.1,Masters,5864,0,0.5059,1
807,42,Male,Black,10002,15000.0,324.1,16.5,High School,42396,0,0.1372,0
808,65,Male,White,10001,93187.11,526.7,15.4,Masters,12841,1,0.7251,1
809,38,Male,Black,10002,39111.11,358.7,11.9,High School,30855,0,0.11,0
810,60,Male,Asian,10004,75208.08,594.3,1.7,Bachelors,42213,0,0.3834,0
811,28,Male,White,10001,54460.97,373.9,10.4,PhD,40430,0,0.5692,1
812,31,Male,White,10001,109463.24,740.7,1.8,Bachelors,29779,0,0.6734,1
813,45,Female,Asian,10004,45962.44,501.7,0.6,Bachelors,21949,0,0.1343,0
814,47,Male,Black,10002,39901.69,383.0,9.2,Bachelors,39815,0,0.1452,0
815,57,Female,White,10001,72578.77,549.2,10.6,Bachelors,36263,0,0.51,1
816,33,Male,Hispanic,10003,17787.62,367.3,12.5,High School,42718,0,0.0992,0
817,64,Female,Hispanic,10003,51932.47,427.1,10.5,Bachelors,28123,0,0.0838,0
818,35,Male,Black,10002,86685.85,635.4,10.7,Masters,47389,0,0.3607,0
819,46,Male,Black,10002,36228.91,352.9,3.1,Masters,39639,0,0.0996,0
820,67,Female,White,10001,79483.43,538.8,7.5,High School,7854,0,0.3515,0
821,46,Female,White,10005,15000.0,300.0,0.5,Bachelors,18225,0,0.1155,0
822,54,Male,Black,10002,47065.7,447.8,0.0,Masters,40966,0,0.1229,0
823,66,Male,White,10001,62486.99,551.4,11.7,High School,10223,1,0.5992,1
824,69,Female,Black,10002,28356.06,345.2,4.2,High School,36895,0,0.0425,0
825,44,Female,Hispanic,10003,69954.81,460.3,12.4,High School,20326,0,0.0702,0
826,40,Male,White,10001,62170.15,438.0,13.5,Bachelors,14316,1,0.5553,1
827,28,Male,Black,10002,43740.54,436.8,4.9,High School,29296,0,0.0897,0
828,46,Male,White,10001,60947.37,579.4,11.0,Masters,46927,1,0.7256,1
829,66,Female,Hispanic,10002,15000.0,319.7,4.7,PhD,45395,0,0.0528,0
830,43,Male,White,10001,42832.33,394.0,0.0,Bachelors,23189,1,0.3156,0
831,36,Male,Black,10002,71066.24,566.7,8.6,Bachelors,5166,0,0.2013,0
832,23,Female,Black,10002,15000.0,300.0,5.6,High School,44943,0,0.0309,0
833,38,Male,White,10001,51608.43,430.2,5.8,High School,45377,1,0.4005,0
834,30,Male,Black,10002,38406.72,347.4,17.9,Masters,32230,0,0.1978,0
835,69,Male,Hispanic,10003,85846.92,659.1,0.4,Bachelors,33286,1,0.2042,0
836,45,Male,Black,10002,66446.49,382.6,9.9,Masters,28704,0,0.1553,0
837,25,Male,Hispanic,10003,30627.91,403.6,3.0,Bachelors,5562,0,0.0627,0
838,21,Male,Asian,10004,98308.33,616.2,12.5,Bachelors,12178,1,0.4713,0
839,63,Female,White,10001,52227.62,431.2,9.5,Bachelors,11452,0,0.3444,0
840,67,Female,Black,10002,72218.4,617.7,9.9,High School,46145,0,0.1698,0
841,58,Male,White,10001,37386.95,355.5,3.3,Masters,7242,0,0.3485,0
842,24,Female,Hispanic,10003,69758.19,489.1,4.2,Bachelors,30050,1,0.0579,0
843,23,Male,Black,10002,38252.79,388.2,12.6,High School,21326,0,0.1099,0
844,28,Female,White,10001,45315.9,444.2,16.9,Bachelors,5274,1,0.4067,0
845,57,Male,White,10001,64788.55,480.7,10.4,Masters,46366,1,0.6496,1
846,58,Female,Hispanic,10003,50656.26,366.6,3.5,Masters,5822,0,0.0399,0
847,62,Male,White,10001,58126.04,432.4,9.7,High School,43511,0,0.5019,1
848,23,Female,Black,10002,61294.88,552.7,20.1,High School,39994,0,0.1821,0
849,26,Male,White,10005,56008.15,470.8,8.5,High School,40716,0,0.4092,0
850,65,Female,Asian,10004,81888.94,595.1,15.3,Bachelors,12287,0,0.3916,0
851,67,Male,White,10001,80613.33,554.2,4.3,Bachelors,44649,0,0.6148,1
852,56,Female,White,10001,68537.85,485.1,7.8,High School,31943,0,0.3285,0
853,23,Male,Hispanic,10003,33406.82,458.9,11.1,Bachelors,23088,0,0.1364,0
854,21,Female,Asian,10004,70636.98,517.3,10.0,Bachelors,35649,0,0.2278,0
855,20,Female,White,10001,83206.09,555.7,4.2,High School,20365,0,0.2743,0
856,54,Female,Black,10002,97483.18,690.8,4.0,Masters,17571,0,0.1727,0
857,62,Male,Hispanic,10003,66546.09,473.9,12.9,Bachelors,17970,1,0.1935,0
858,51,Male,Hispanic,10003,67423.76,483.8,14.0,High School,30619,0,0.1709,0
859,31,Male,White,10001,144124.29,826.6,15.6,Bachelors,32047,1,0.8821,1
860,58,Male,Black,10002,60383.0,484.9,17.0,High School,15811,1,0.2277,0
861,21,Female,Hispanic,10003,55631.44,478.5,8.7,Masters,16052,0,0.0716,0
862,61,Female,Hispanic,10005,60896.36,591.6,6.4,Bachelors,47585,0,0.0923,0
863,65,Female,Hispanic,10003,19784.82,336.3,14.8,Bachelors,28170,0,0.077,0
864,56,Male,Black,10002,37346.36,300.0,11.6,Masters,43708,0,0.1473,0
865,64,Female,White,10001,57851.94,490.9,3.1,Masters,19858,1,0.3404,0
866,49,Female,Asian,10004,82542.74,577.1,2.8,Masters,17962,0,0.2151,0
867,42,Female,Hispanic,10003,39819.81,403.3,10.5,High School,17717,0,0.048,0
868,35,Male,Hispanic,10003,47317.36,444.0,7.1,High School,28797,0,0.0895,0
869,66,Male,White,10001,96098.91,629.0,7.9,Masters,40058,1,0.745,1
870,54,Female,White,10001,90715.62,605.8,13.4,Bachelors,27528,1,0.5941,1
871,28,Male,Hispanic,10003,40118.7,433.0,11.8,Bachelors,18272,0,0.1305,0
872,68,Male,White,10001,53920.12,431.5,14.6,Masters,48202,0,0.6846,1
873,21,Female,Asian,10004,94246.59,575.5,0.0,Bachelors,30759,0,0.1591,0
874,49,Female,White,10001,88573.39,750.9,9.3,Bachelors,22731,1,0.648,1
875,28,Female,Hispanic,10003,15000.0,300.0,11.5,Bachelors,5435,0,0.0377,0
876,53,Female,Hispanic,10003,36484.31,392.5,0.4,High School,30300,0,0.0282,0
877,39,Male,White,10003,73972.37,465.5,4.7,Masters,32948,0,0.5445,1
878,41,Male,White,10001,88691.91,606.0,3.8,Masters,46792,1,0.6442,1
879,53,Male,Black,10002,69842.44,476.8,8.1,Bachelors,15381,0,0.1703,0
880,58,Female,Black,10002,54813.74,440.1,16.1,Bachelors,12326,0,0.1305,0
881,38,Male,White,10001,84045.94,633.6,18.1,Bachelors,49969,1,0.8235,1
882,70,Female,Black,10002,49539.28,464.3,3.9,Bachelors,29772,0,0.0822,0
883,44,Male,Asian,10004,50827.56,474.4,10.6,Bachelors,6209,0,0.3254,0
884,26,Female,Black,10002,41729.65,320.3,10.8,Bachelors,9755,0,0.0499,0
885,18,Male,White,10001,70455.79,617.8,9.9,Masters,26393,0,0.6765,1
886,28,Male,White,10001,69167.7,461.1,10.0,Bachelors,32788,1,0.5348,1
887,54,Male,White,10003,24746.25,416.1,9.5,Bachelors,15966,1,0.534,1
888,46,Male,White,10001,60460.4,536.3,16.4,Masters,21456,1,0.7277,1
889,35,Female,White,10001,71348.94,558.4,13.5,Bachelors,38131,1,0.5345,1
890,43,Male,Black,10002,41247.12,364.2,2.7,Bachelors,48544,0,0.0964,0
891,62,Male,White,10001,64076.23,507.5,12.0,PhD,27098,0,0.7384,1
892,48,Female,Asian,10004,78711.79,536.0,12.5,PhD,23693,0,0.3836,0
893,21,Female,White,10001,44105.03,420.0,9.6,Bachelors,21251,1,0.2917,0
894,20,Male,White,10001,30926.99,352.4,13.7,Bachelors,11128,0,0.4317,0
895,43,Male,Hispanic,10003,35643.93,300.0,8.9,PhD,7374,0,0.1019,0
896,39,Male,Hispanic,10003,62338.75,549.0,9.0,Bachelors,42530,0,0.2024,0
897,63,Female,White,10001,110501.27,685.0,8.6,High School,6671,0,0.5059,1
898,48,Male,White,10001,88771.08,576.3,0.0,High School,41939,1,0.4644,0
899,58,Male,White,10001,34761.67,352.5,7.6,Masters,16127,1,0.4267,0
900,49,Male,Black,10002,42423.19,429.6,4.7,Bachelors,36269,0,0.1305,0
901,36,Female,Black,10002,54159.23,414.8,2.1,High School,47822,0,0.0434,0
902,52,Male,White,10005,74262.19,428.7,15.2,Bachelors,38697,1,0.5885,1
903,50,Female,White,10001,82943.31,597.2,10.5,Masters,37829,1,0.5736,1
904,56,Male,Black,10003,25990.83,370.7,7.9,Bachelors,16912,0,0.1406,0
905,28,Female,Asian,10004,68558.63,508.2,5.2,PhD,31918,0,0.2419,0
906,52,Male,Black,10002,58087.75,418.1,9.5,Bachelors,33893,0,0.1667,0
907,33,Male,Black,10002,67816.1,519.6,13.0,PhD,24138,0,0.3208,0
908,59,Male,White,10001,50662.76,372.1,3.9,Masters,6710,0,0.3758,0
909,60,Female,White,10001,61716.24,439.0,8.0,Bachelors,46060,0,0.3814,0
910,51,Female,White,10001,15000.0,300.0,12.3,Masters,13860,0,0.2764,0
911,68,Male,Hispanic,10003,29084.91,399.6,0.0,High School,48806,0,0.0674,0
912,46,Male,Hispanic,10003,31414.04,348.7,7.7,PhD,46953,0,0.1447,0
913,19,Female,Asian,10003,42529.97,389.8,5.9,Bachelors,5848,0,0.0695,0
914,50,Male,Asian,10001,70974.69,625.8,7.3,Masters,38266,1,0.3693,0
915,59,Male,Asian,10004,65657.31,524.0,5.5,Masters,33534,0,0.3839,0
916,23,Male,Asian,10004,15000.0,316.9,8.7,Bachelors,15380,0,0.1723,0
917,23,Female,White,10001,75172.19,526.7,17.6,Masters,41576,0,0.5832,1
918,32,Female,White,10001,47720.22,403.5,6.4,High School,10012,0,0.1903,0
919,62,Female,White,10001,81656.54,462.2,9.5,Bachelors,16191,1,0.3845,0
920,45,Female,Black,10002,17235.57,357.5,18.0,Bachelors,47702,1,0.1229,0
921,69,Male,White,10001,70720.16,549.4,5.2,Bachelors,38428,0,0.6152,1
922,64,Male,Hispanic,10003,37204.08,381.5,17.1,Bachelors,10048,0,0.171,0
923,47,Male,Black,10002,55274.45,457.2,8.0,Masters,11483,0,0.1619,0
924,53,Male,Black,10002,50992.73,483.4,16.9,High School,16568,0,0.2195,0
925,35,Male,White,10001,63876.06,421.4,11.8,Bachelors,8175,1,0.4932,0
926,22,Male,White,10001,33129.46,344.4,9.5,Masters,13218,0,0.3887,0
927,39,Male,White,10001,34547.01,322.8,7.7,Masters,30729,1,0.3953,0
928,49,Female,Hispanic,10003,29986.71,449.6,4.9,High School,5335,0,0.0382,0
929,27,Male,Black,10003,47801.28,477.4,8.4,Masters,17935,0,0.1948,0
930,29,Male,Hispanic,10003,29402.05,300.0,12.5,High School,19136,0,0.0662,0
931,18,Female,White,10001,85005.09,509.5,7.9,Bachelors,48690,0,0.3908,0
932,56,Female,White,10001,63298.7,490.2,6.4,Bachelors,48839,0,0.4027,0
933,65,Female,White,10001,46839.69,406.1,6.7,Masters,43047,0,0.3547,0
934,61,Female,Hispanic,10003,37325.69,324.7,13.0,High School,20385,1,0.0478,0
935,38,Female,Hispanic,10003,49420.64,537.5,14.1,High School,28729,0,0.1026,0
936,49,Male,White,10001,77797.23,571.5,4.7,Masters,27694,0,0.6054,1
937,68,Male,Asian,10004,112081.1,719.3,4.7,Bachelors,43708,0,0.5752,1
938,49,Female,White,10001,53946.18,424.1,9.9,Bachelors,38567,0,0.367,0
939,33,Male,Hispanic,10003,42236.51,447.1,15.6,Bachelors,45796,0,0.203,0
940,35,Male,White,10001,80226.97,546.7,13.7,Masters,29799,1,0.7007,1
941,56,Male,White,10001,69437.85,507.6,1.7,Bachelors,46364,0,0.5117,1
942,41,Male,Hispanic,10003,31985.16,399.7,6.7,High School,38462,0,0.0811,0
943,62,Male,White,10001,32817.83,300.0,3.3,PhD,38248,1,0.427,0
944,63,Male,White,10001,57739.97,554.0,6.7,Bachelors,34774,1,0.625,1
945,19,Female,White,10001,44231.14,428.2,16.0,High School,20105,0,0.3239,0
946,56,Female,White,10001,28561.44,419.3,0.9,Bachelors,32385,1,0.2357,0
947,37,Male,Hispanic,10003,24903.71,300.0,0.0,High School,21046,0,0.032,0
948,45,Female,Hispanic,10003,18869.8,300.0,3.9,PhD,34234,0,0.0467,0
949,32,Male,Hispanic,10003,58010.88,417.1,9.4,High School,16465,0,0.0856,0
950,37,Female,White,10001,84426.2,595.4,11.1,High School,40963,0,0.4719,0
951,35,Female,Black,10002,26306.9,349.4,10.2,Bachelors,30712,0,0.064,0
952,20,Male,White,10001,63754.51,475.4,13.9,High School,36959,0,0.5359,1
953,59,Female,White,10001,25402.18,300.0,0.0,Bachelors,14980,0,0.1413,0
954,25,Female,White,10001,58135.84,412.4,13.9,PhD,40630,1,0.4876,0
955,37,Female,Asian,10004,76575.57,548.4,6.4,Masters,41118,0,0.2514,0
956,28,Female,Hispanic,10003,63798.51,475.5,11.7,High School,11552,0,0.0608,0
957,26,Female,Hispanic,10003,26886.87,314.1,1.4,Bachelors,20751,0,0.0231,0
958,37,Male,Black,10003,73244.52,614.6,8.0,High School,35495,0,0.2526,0
959,66,Female,Black,10002,15000.0,300.0,9.2,High School,44310,0,0.0502,0
960,68,Female,Black,10002,18056.93,376.0,13.8,Bachelors,38166,0,0.1103,0
961,38,Female,Black,10002,65031.88,477.2,0.1,Bachelors,26226,0,0.0559,0
962,44,Male,White,10001,110106.91,699.7,8.2,Masters,18498,0,0.7485,1
963,70,Female,White,10003,81842.37,569.5,2.6,Masters,45949,1,0.5114,1
964,30,Male,White,10001,69031.78,435.2,10.5,Bachelors,44356,0,0.5409,1
965,68,Female,Asian,10004,15000.0,371.4,11.9,PhD,45357,1,0.2821,0
966,23,Male,Black,10004,15000.0,300.0,14.4,Bachelors,18712,0,0.182,0
967,29,Female,Asian,10004,70105.83,561.8,5.3,Bachelors,24639,0,0.2007,0
968,35,Female,White,10001,61406.5,451.5,12.6,Masters,15972,1,0.4016,0
969,19,Male,Black,10002,21459.96,318.1,14.8,High School,47955,0,0.1114,0
970,61,Male,White,10001,71572.78,487.1,0.0,Bachelors,44020,0,0.4682,0
971,63,Male,White,10001,72763.15,597.1,11.1,Masters,12797,0,0.7172,1
972,38,Female,White,10001,92665.98,632.0,12.8,Bachelors,16116,1,0.5658,1
973,62,Female,White,10001,73278.45,555.8,6.7,Masters,29842,0,0.4745,0
974,58,Male,Asian,10004,96481.46,699.9,1.9,Bachelors,23698,0,0.457,0
975,60,Male,White,10001,70191.86,582.7,12.7,Masters,25696,1,0.7403,1
976,60,Male,Black,10002,45231.96,461.4,2.0,High School,21556,0,0.0945,0
977,48,Male,Black,10002,73543.49,467.4,7.1,High School,35327,0,0.1349,0
